query,match,kingdom,phylum,class,order,family,genus,species
EUSF00896,Ochrocladosporium_adansoniae|KF777176|SH192115.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Ochrocladosporium,Ochrocladosporium_adansoniae
EUSF00608,Podospora_sp|KF617904|SH193388.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
EUSF01528,Podospora_sp|KF617904|SH193388.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
EUSF01038,Podospora_sp|KF617904|SH193388.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Podospora_sp
EUSF00605,Pezizaceae_sp|KF151200|SH194147.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,Pezizaceae_sp
EUSF00815,Pezizaceae_sp|KF151200|SH194147.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,Pezizaceae_sp
EUSF01104,Diaporthe_subclavata|KJ490630|SH090427.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_subclavata
EUSF01432,Pezizales_sp|KJ188703|SH199926.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,Pezizales_sp
EUSF01430,Pezizales_sp|KJ188703|SH199926.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,Pezizales_sp
EUSF01441,Pezizales_sp|KJ188703|SH199926.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,Pezizales_sp
EUSF01520,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01378,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01377,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01274,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01252,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01244,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01235,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01233,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01094,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01093,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01030,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01023,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00886,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00559,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00515,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01681,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01627,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01271,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01245,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00787,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00749,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00719,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00713,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00567,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01328,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01310,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01263,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01260,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01257,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01248,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01238,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00565,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00564,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01720,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00969,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00952,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00709,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00704,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00679,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00672,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00523,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01692,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01361,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01032,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00945,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00588,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00582,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00581,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00560,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01312,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01270,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01239,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01181,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00950,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01719,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01309,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01258,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01230,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00590,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01350,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00717,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00592,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00517,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01307,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01283,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01272,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00579,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01603,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01449,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00594,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00555,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01354,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01348,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00578,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00558,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01231,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00593,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00547,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00518,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01718,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01705,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01250,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01332,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00955,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00587,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01301,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01296,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01680,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00575,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01251,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01237,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01261,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00586,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01691,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01234,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01688,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01029,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00569,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00525,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01632,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01101,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00770,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01300,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01326,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01314,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01276,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01344,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01325,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01320,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01280,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01086,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01315,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01246,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00585,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01259,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00942,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00597,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01256,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00972,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01013,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01717,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01306,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00705,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00596,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00595,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00975,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF01298,Neofusicoccum_australe|AY339262|SH102897.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Neofusicoccum_australe
EUSF00809,Coniochaetales_sp|HM123653|SH191392.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,unidentified,unidentified,Coniochaetales_sp
EUSF01939,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF01925,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
EUSF01905,Penicillium_brevicompactum|AY484912|SH267337.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_brevicompactum
